,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type
12379,APPROXIMATE,"Greenwood, SC, USA",ChIJc93CSQcE-IgRAaSxtqykIrA,S 7650-52 GREENWOOD AV,34.1954001,-82.1617883,1,,OK,"locality,political"
12380,,,,,,,,,,
12381,ROOFTOP,"7360 SE 79th Ln, Trenton, FL 32693, USA",ChIJ4aBQkVDC6IgRk3HUJY5ib74,7360 SE 79TH LN,29.6230755,-82.6844364,1,32693,OK,premise
12382,ROOFTOP,"221 SW 3rd St, Ankeny, IA 50023, USA",ChIJ-x6iUBOF7ocR0mcqqHPg5Iw,221 S W THIRD ST,41.7293641,-93.60265,1,50023,OK,street_address
12383,RANGE_INTERPOLATED,"28310 W Oak Ridge Rd, Kemp, TX 75143, USA",EikyODMxMCBXIE9hayBSaWRnZSBSZCwgS2VtcCwgVFggNzUxNDMsIFVTQSIcEhoKFAoSCQ3UJEFxL0mGEa_7-_S3AtCxEJbdAQ,28310 W OAKRIDGE RD,32.3290475,-96.2558323,1,75143,OK,street_address
12384,ROOFTOP,"11333 NW 73rd Terrace, Doral, FL 33178, USA",ChIJ04EAzGy82YgRsZqG-Jo45Cg,11333 NW 73RD TERRACE,25.8402854,-80.3808278,1,33178,OK,street_address
12385,ROOFTOP,"3009 Spring Hammock Dr, Plant City, FL 33566, USA",ChIJ54VPXfMz3YgRT4zCODF6wso,3009 SPRING HAMMOCK DRIVE,27.9751514,-82.1482661,1,33566,OK,premise
12386,ROOFTOP,"458 Wahoo Rd, Panama City Beach, FL 32408, USA",ChIJwWvubD-Gk4gR6XFOopiH58E,458 WAHOO RD,30.1556872,-85.7473268,1,32408,OK,premise
12387,ROOFTOP,"13956 SW 279th Ln, Homestead, FL 33032, USA",ChIJoe8uyxvd2YgRU_KOlt02PZM,13956 SW 279 LANE,25.50714,-80.418713,1,33032,OK,street_address
12388,ROOFTOP,"31 Village Green Dr, North Andover, MA 01845, USA",ChIJo_rzRjwG44kRSOQUQ73X-fU,31 VILLAGE GREEN,42.6797247,-71.1250101,1,1845,OK,street_address
12389,RANGE_INTERPOLATED,"733 Government St, Baton Rouge, LA 70802, USA",Ei03MzMgR292ZXJubWVudCBTdCwgQmF0b24gUm91Z2UsIExBIDcwODAyLCBVU0EiGxIZChQKEglxDWPK2qAmhhGirWT9aFn-WBDdBQ,733 GOVERNMENT STREET,30.4436971,-91.1831237,2,70802,OK,street_address
12390,ROOFTOP,"1651 SW Boykin Ave, Port St. Lucie, FL 34953, USA",ChIJ3WruukTq3ogR8W6YL__45sg,1651 SW BOYKIN AVE,27.2494138,-80.3984791,1,34953,OK,premise
12391,ROOFTOP,"15331 215th Ave NW, Elk River, MN 55330, USA",ChIJB6mVJAxls1IRF36v04vDuAI,15331 215TH AVE,45.3599446,-93.6589495,1,55330,OK,street_address
12392,RANGE_INTERPOLATED,"508 Forest Hills Pkwy, Cole Harbour, NS B2W, Canada",Ei81MDggRm9yZXN0IEhpbGxzIFBrd3ksIENvbGUgSGFyYm91ciwgTlMsIENhbmFkYSIbEhkKFAoSCUXbQj1bJFpLETNovryPT04aEPwD,508 FOREST HILLS PARKWAY,44.6936718,-63.4986921,2,B2W,OK,street_address
12393,RANGE_INTERPOLATED,"8825 W Wrightwood Ave, River Grove, IL 60171, USA",EjE4ODI1IFcgV3JpZ2h0d29vZCBBdmUsIFJpdmVyIEdyb3ZlLCBJTCA2MDE3MSwgVVNBIhsSGQoUChIJ16QEbJrKD4gRNS1z-yY-QJsQ-UQ,8825 W. WRIGHTWOOD AVE,41.9256616,-87.8462828,1,60171,OK,street_address
12394,ROOFTOP,"6632 Wynne St, Indianapolis, IN 46236, USA",ChIJ1xzDk_JKa4gRqYTLO2O84lo,6632 WYNNE ST,39.8789912,-85.9525885,1,46236,OK,premise
12395,ROOFTOP,"1334 Paulson Ave, Pittsburgh, PA 15206, USA",ChIJKRIf4pjtNIgRmJc-LGRYBXA,1334 PAULSON AVENUE,40.4692479,-79.8995905,1,15206,OK,premise
12396,ROOFTOP,"13800 Kanawha Ave, Dolton, IL 60419, USA",ChIJqdCizVohDogRH2Lgi0hg304,13800 KANAWHA AVE,41.6444108,-87.6089374,1,60419,OK,premise
12397,ROOFTOP,"10301 Dickens Ave, Cleveland, OH 44104, USA",ChIJccEkWV37MIgRV7X8b703PUw,10301 DICKENS AVENUE,41.4745156,-81.6135042,2,44104,OK,premise
12398,ROOFTOP,"1651 SW Boykin Ave, Port St. Lucie, FL 34953, USA",ChIJ3WruukTq3ogR8W6YL__45sg,1651 SW BOYKIN AVE,27.2494138,-80.3984791,1,34953,OK,premise
12399,ROOFTOP,"222 Oakland Ave, Oakland, CA 94611, USA",ChIJuyTpPVGHj4ARQjDAA25lgmc,222 OAKLAND AVE,37.8157081,-122.2579887,1,94611,OK,premise
12400,ROOFTOP,"222 Oakland Ave, Oakland, CA 94611, USA",ChIJuyTpPVGHj4ARQjDAA25lgmc,222 OAKLAND AVE,37.8157081,-122.2579887,1,94611,OK,premise
12401,ROOFTOP,"834 S Cumberland Ave, Park Ridge, IL 60068, USA",ChIJp_B4aMDJD4gRQg-mHLKPS74,834 S CUMBERLAND AVE,42.0003364,-87.8362561,1,60068,OK,street_address
12402,ROOFTOP,"908 W 1420 N, Clinton, UT 84015, USA",ChIJc2xQti0FU4cRLmxcpSsEZoc,908 WEST 1420 NORTH,41.1346454,-112.0433288,1,84015,OK,premise
12403,ROOFTOP,"47 Rochdale Rd, Poughkeepsie, NY 12603, USA",ChIJfd9iSq1q3YkR3dm_1g3neBU,47 ROCHDALE RD,41.7229315,-73.8416996,1,12603,OK,premise
12404,ROOFTOP,"914 Pheasant Dr, Midlothian, TX 76065, USA",ChIJ-ymCTOXyToYRgx2veFC1X78,914 PHEASANT DRIVE,32.4924197,-96.9541083,1,76065,OK,premise
12405,ROOFTOP,"1317 Braeburn, North Lauderdale, FL 33068, USA",ChIJoRn6yUME2YgRtWxJEUS0L5M,1317 BRAEBURN,26.2104088,-80.2129813,2,33068,OK,premise
12406,ROOFTOP,"817 SW Commonwealth Rd, Port St. Lucie, FL 34953, USA",ChIJzeWridDr3ogRnIjm2wyI6Mg,817 S W COMMONWEALTH RD,27.2750548,-80.3740152,1,34953,OK,premise
12407,ROOFTOP,"2821 S Karlov Ave, Chicago, IL 60623, USA",ChIJIeTD00cyDogRki6mUpEhPZA,2821 S KARLOV AVE,41.8398606,-87.7265879,1,60623,OK,street_address
12408,ROOFTOP,"6135 Washington Ave, Philadelphia, PA 19143, USA",ChIJTwWsObXGxokRzg6Fh-Sl5qI,6135 WASHINGTON AVE,39.948554,-75.24702,1,19143,OK,street_address
12409,RANGE_INTERPOLATED,"35 Dickinson St, Philadelphia, PA 19147, USA",EiwzNSBEaWNraW5zb24gU3QsIFBoaWxhZGVscGhpYSwgUEEgMTkxNDcsIFVTQSIaEhgKFAoSCV93PQWlyMaJEV-HQGowIf9yECM,35 DICKENSON STREET,39.928688,-75.1452469,2,19147,OK,street_address
12410,GEOMETRIC_CENTER,"Burton St SW, Michigan, USA",ChIJicOt6--xGYgR3Hx3JPobKlA,967 0 BURTON SW,42.9280116,-85.6953636,1,,OK,route
12411,ROOFTOP,"5802 Wiggins Loop Rd, Carthage, MS 39051, USA",ChIJyQVIuVBHgogRl1C_ra_oJVI,5802 WIGGINS LOOP RD,32.7108909,-89.616702,1,39051,OK,street_address
12412,ROOFTOP,"244 S 17th Ave, Maywood, IL 60153, USA",ChIJ5R88Tl81DogRkLOgilGn0kQ,244 S 17TH AVE,41.8843773,-87.8542657,2,60153,OK,premise
12413,ROOFTOP,"1700 Monroe Ave SW, Birmingham, AL 35211, USA",ChIJX14tE9QdiYgRvHZO-GWIL18,1700 MONROE AVENUE SW,33.4932221,-86.8659547,1,35211,OK,premise
12414,ROOFTOP,"12514 Maplerow Ave, Garfield Heights, OH 44105, USA",ChIJtRq4YlzjMIgRK-WRgyAZVag,12514 MAPLEROW,41.437899,-81.5953883,1,44105,OK,premise
12415,ROOFTOP,"9554 Grandmont Ave, Detroit, MI 48227, USA",ChIJB9w1Fd_KJIgREFuxzDlsuBc,9554 GRANDMONT,42.3660739,-83.2091141,1,48227,OK,premise
12416,ROOFTOP,"3131 Hudson Ave, Chico, CA 95973, USA",ChIJKRC5XAPYgoARFqemBGDxEjA,3131 HUDSON AVE,39.7726747,-121.815758,3,95973,OK,premise
12417,ROOFTOP,"3050 Armstrongs Dr, Corona, CA 92881, USA",ChIJKYpJlY3H3IARpSGH1bG3rXM,3050 ARMSTRONGS DR,33.841302,-117.559903,1,92881,OK,premise
12418,,,,,,,,,,
12419,ROOFTOP,"369 Cornwall St, Hartford, CT 06112, USA",ChIJ3w3tr8hU5okRAKoaRS2yu8c,369 CORNWALL ST,41.7997206,-72.6985166,1,6112,OK,premise
12420,ROOFTOP,"112 SW 34th Ave, Cape Coral, FL 33991, USA",ChIJMYpBtKZI24gRaWJfB-adDrI,112 SW 34TH AVE,26.650875,-82.045049,3,33991,OK,street_address
12421,ROOFTOP,"16701 Goldcup Dr W, Loxahatchee, FL 33470, USA",ChIJ673rfbIx2YgRvkSCtsgVH_k,16701 WEST GOLDCUP DRIVE,26.7033903,-80.3097549,1,33470,OK,premise
12422,ROOFTOP,"1715 San Bernadino Way, Naples, FL 34109, USA",ChIJhdibqYYe24gRc1M7-rR7Fkk,1715 SAN SERNADINO WAY,26.237246,-81.784576,1,34109,OK,street_address
12423,ROOFTOP,"17221 Thomas Blvd, Hudson, FL 34667, USA",ChIJ3cLPaJeewogRIFLNOxOWNc0,17221 THOMAS BLVD,28.4082114,-82.6367383,1,34667,OK,premise
12424,,,,,,,,,,
12425,,,,,,,,,,
12426,ROOFTOP,"2901 Wareham Ct, Casselberry, FL 32707, USA",ChIJoYsjVl1u54gRg6fJ8SCXcUU,2901 WAREHAM CT,28.6500846,-81.3064586,1,32707,OK,premise
12427,ROOFTOP,"307 NE 23rd Terrace, Fort Lauderdale, FL 33301, USA",ChIJ2fNEVTMA2YgRj67IKIMPP0w,307 NE 23RD TER,26.1261644,-80.1149196,2,33301,OK,premise
12428,ROOFTOP,"321 SW 57th Ave, Plantation, FL 33317, USA",ChIJI0zprw4H2YgRilG7o4l8Wx4,321 SW 57TH AVE,26.1169089,-80.2259227,2,33317,OK,premise
12429,ROOFTOP,"4535 Barrett St, Delray Beach, FL 33445, USA",ChIJCWmTAhog2YgRK1s4cFlUWgw,4535 BARRETT STREET,26.4645158,-80.114876,1,33445,OK,premise
12430,ROOFTOP,"5011 NW 115th Terrace, Coral Springs, FL 33076, USA",ChIJC7xmcQkQ2YgRj1ArUuRnPtg,5011 NW 115TH TER,26.2943309,-80.2799985,1,33076,OK,premise
12431,ROOFTOP,"7515 SW 124th St, Pinecrest, FL 33156, USA",ChIJ7Xpbb1nG2YgRfnsA4MqTkGo,7515 SW 124TH ST,25.6559448,-80.3165014,1,33156,OK,premise
12432,ROOFTOP,"7516 Sunnyside Dr, Leesburg, FL 34748, USA",ChIJBXI6-NC_54gRxTv5hMlbdck,7516 SUNNYSIDE DRIVE,28.807206,-81.831259,1,34748,OK,street_address
12433,ROOFTOP,"8035 Lake Dr APT 104, Doral, FL 33166, USA",ChIJoYt6PtG72YgRK89RxtHT9yU,8035 LAKE DRIVE UNIT 104,25.8202016,-80.3285883,1,33166,OK,subpremise
12434,,,,,,,,,,
12435,ROOFTOP,"1607 S 5th Ave, Maywood, IL 60153, USA",ChIJMfcRXWw1DogR8Bye_3YDVW0,1607 S 5TH AVE,41.873221,-87.838286,2,60153,OK,street_address
12436,ROOFTOP,"2137 W 18th Pl, Chicago, IL 60608, USA",ChIJf5iE158tDogR4CIRVY-tgNI,2137 W 18TH PLACE,41.8564955,-87.6799014,1,60608,OK,premise
12437,ROOFTOP,"452 Tailfeather Dr, Belleville, IL 62221, USA",ChIJVXdIdcEDdogRGG8tl8iPofQ,452 TAILFEATHER DR.,38.5520173,-89.9463518,1,62221,OK,premise
12438,ROOFTOP,"8661 Blue Ridge Ave, Hickory Hills, IL 60457, USA",ChIJ78QO_Ro4DogR4Hp1pgaIZdQ,8661 BLUE RIDGE,41.732914,-87.8431764,1,60457,OK,premise
12439,ROOFTOP,"10130 E 700 S, Elizabethtown, IN 47232, USA",ChIJy6bfZeCka4gRFqzqS0v7F3Y,10130 E 700 ST,39.1010585,-85.80967,2,47232,OK,street_address
12440,ROOFTOP,"202 Myrtle Ave, Garwood, NJ 07027, USA",ChIJXWXvSISxw4kRzXgWfR_btF8,202 MYRTLE AVE,40.650923,-74.319398,4,7027,OK,street_address
12441,ROOFTOP,"1304 Independence St, New Orleans, LA 70117, USA",ChIJqTF8ViumIIYRzX7Cmw69eI0,1304- 1306 INDEPENDENCE ST,29.968434,-90.0376329,2,70117,OK,street_address
12442,ROOFTOP,"7225 E Tamaron Blvd, New Orleans, LA 70128, USA",ChIJfQpJNdoDnogRZFHokDbsZGQ,7225 EAST TAMARON BOULEVARD,30.0593603,-89.9510281,1,70128,OK,premise
12443,ROOFTOP,"26 Connolly Rd, Billerica, MA 01821, USA",ChIJBWGBJxSg44kR7UFPRrLEitk,26 CONNOLLY RD,42.5445971,-71.2122676,1,1821,OK,premise
12444,ROOFTOP,"58 Cary Ave, Chelsea, MA 02150, USA",ChIJg-LgOLhx44kRiZrEN6HhVPg,58 CARY AVE,42.3956704,-71.0279895,2,2150,OK,premise
12445,ROOFTOP,"9 Devils Ln, Brimfield, MA 01010, USA",ChIJS4IcDJ285okRL9L22qs3WM4,9 DEVILS LN,42.1539156,-72.1746187,1,1010,OK,street_address
12446,,,,,,,,,,
12447,ROOFTOP,"310 Belmont St, Worcester, MA 01604, USA",ChIJUcqEGykG5IkRShCP5CJI-4s,310 BELMONT STREET,42.2733398,-71.7666182,2,1604,OK,street_address
12448,ROOFTOP,"214 N Levering Ave, Hannibal, MO 63401, USA",ChIJ34PqhZXo3YcRBpIt4m8rKzY,214 N LEVERING AVE,39.7051245,-91.3825744,1,63401,OK,street_address
12449,ROOFTOP,"1509 Beacon Village Dr, Raleigh, NC 27604, USA",ChIJJaPm0KperIkR24vP2r9DFAk,1509 BEACON VILLAGE DR.,35.8028928,-78.5684584,1,27604,OK,premise
12450,ROOFTOP,"304 Macon St, Durham, NC 27701, USA",ChIJ47a2oYnjrIkReTlVwpLOMrc,304 MACON ST.,36.009319,-78.8989969,2,27701,OK,premise
12451,ROOFTOP,"4102 N Main St, High Point, NC 27265, USA",ChIJr2abtX4IU4gRzDPpxzKIFbo,4102 N MAIN STREET,36.0191078,-80.0588731,2,27265,OK,premise
12452,ROOFTOP,"5912 Wessel Way, Raleigh, NC 27610, USA",ChIJl_kFCJVdrIkRFw1Rg-Hou9E,5912 WESSELL WAY,35.7341054,-78.5405526,1,27610,OK,premise
12453,ROOFTOP,"773 Blue Rd, Parkton, NC 28371, USA",ChIJR0TCVR4Yq4kRiEHYrsp9AeQ,773 BLUE RD,34.8877954,-78.9998467,2,28371,OK,premise
12454,ROOFTOP,"6707 Parkview Ln, Omaha, NE 68104, USA",ChIJDzwUwVySk4cRGHoaCy1wESE,6707 PARKVIEW LANE,41.307845,-96.016081,1,68104,OK,street_address
12455,ROOFTOP,"25 Mt Vernon Ave, Alexandria, VA 22301, USA",ChIJvy2U_wCxt4kRL7e4XkA0bmc,25 MT. VERNON AVE.,38.808577,-77.0594033,2,22301,OK,premise
12456,ROOFTOP,"324 Winding Way, Anderson, IN 46011, USA",ChIJidJ_dePaFIgRut2pcHEybY8,324 WINDING WAY,40.1040583,-85.7384416,1,46011,OK,premise
12457,ROOFTOP,"51 Bryant St, Newark, NJ 07104, USA",ChIJH-0yeFFUwokRg2uKEazOZ9U,51 BRYANT ST,40.7747967,-74.1625046,3,7104,OK,street_address
12458,ROOFTOP,"15 Wexford Ct, St James, NY 11780, USA",ChIJ8eMJ3Z856IkRzt8T7eXme5c,15 WEXFORD CT,40.87122,-73.160176,2,11780,OK,premise
12459,ROOFTOP,"23-66 94th St, Flushing, NY 11369, USA",ChIJp04UkZBfwokRXa-V6fvzMjU,23-66 94TH STREET,40.7662059,-73.876195,1,11369,OK,street_address
12460,,,,,,,,,,
12461,ROOFTOP,"329 Main St, Evansville, IN 47708, USA",ChIJvWREECPVcYgRoZgAu_noBcg,329 MAIN ST,37.9712445,-87.5710027,2,47708,OK,premise
12462,ROOFTOP,"375 Old Town Rd, Port Jefferson Station, NY 11776, USA",ChIJX_cQ2ZdA6IkR-ygUoB2ypi0,375 OLD TOWN RD,40.9178967,-73.0740021,1,11776,OK,premise
12463,ROOFTOP,"43 Manhattan Ave, Jersey City, NJ 07307, USA",ChIJl9ko_EBXwokRvTslpyAJIHo,43 MANHATTAN AVE,40.7421539,-74.0508165,3,7307,OK,premise
12464,ROOFTOP,"522 Cayuga Ave, Watertown, NY 13601, USA",ChIJrY7uKBZw2IkRfOikGHqHVyY,522 CAYUGA AVE,43.9894275,-75.9228726,2,13601,OK,street_address
12465,ROOFTOP,"632 E 223rd St, The Bronx, NY 10466, USA",ChIJ15WdxiLzwokR2rOVbSTsb0A,632 E 223RD ST,40.886899,-73.863597,2,10466,OK,street_address
12466,ROOFTOP,"8018 Dutch Hollow Rd, Wayland, NY 14572, USA",ChIJjz1XCpoN0YkRq3ltQFfroBw,8018 DUTCH HOLLOW ROAD,42.631034,-77.504752,1,14572,OK,street_address
12467,ROOFTOP,"2948 Fair Oaks Dr, Norton, OH 44203, USA",ChIJly-gXsfTMIgRkzBFlqdBTwM,2948 FAIR OAKS,41.037439,-81.6320422,1,44203,OK,premise
12468,ROOFTOP,"6702 Strecker Rd, Monroeville, OH 44847, USA",ChIJ1dPPaH03OogRpGXwMGSXGAo,6702 STRECKER ROAD,41.323682,-82.735513,1,44847,OK,street_address
12469,ROOFTOP,"2657 E Mattie Rd, Everett, PA 15537, USA",ChIJsUkejo01yokRhGRp6JJgSvE,2657 E MATTIE RD,39.9820327,-78.2824891,1,15537,OK,street_address
12470,ROOFTOP,"705 Scott Ave, North Cape May, NJ 08204, USA",ChIJR3SY2kBVv4kRMNOwGz9ySS0,705 SCOTT AVENUE,38.9813592,-74.9493043,2,8204,OK,premise
12471,GEOMETRIC_CENTER,"E 24th St, New York, NY 10010, USA",ChIJ5UaNCApZwokRYvHZkWc_cbA,831 EAST 24TH ST,40.7394962,-73.982669,1,10010,OK,route
12472,ROOFTOP,"85 Huntsville Rd, Dallas, PA 18612, USA",ChIJOVRC-vUWxYkRorEz_AFAslU,85 HUNTSVILLE RD,41.333614,-75.964366,2,18612,OK,street_address
12473,GEOMETRIC_CENTER,"W Washington St, Indianapolis, IN, USA",ChIJPbpd87BQa4gRhGD044lwfxg,917.5 W WASHINGINGTON ST,39.7542825,-86.2455229,1,,OK,route
12474,ROOFTOP,"1187 Cohen Rd, Pineland, SC 29934, USA",ChIJ2bJzRFbo-4gRXRRPzqqcT5c,1187 COHEN RD,32.5469948,-81.1214316,1,29934,OK,street_address
12475,ROOFTOP,"1611 Dotsonville Rd, Clarksville, TN 37042, USA",ChIJ0YGk9uvWZIgRGLCMuSQddsI,1611 DOTSONVILLE RD,36.5222695,-87.4365326,1,37042,OK,premise
12476,ROOFTOP,"22019 Willow Downs Dr, Tomball, TX 77375, USA",ChIJM3Lr1okyR4YRvq8VTco-eyA,22019 WILLOW DOWNS DR,30.088019,-95.5481727,1,77375,OK,premise
12477,ROOFTOP,"380 E 400 N, Orem, UT 84057, USA",ChIJVzt5NLSaTYcRiyRlI_1QTtg,380 EAST 400 NORTH,40.304314,-111.686726,4,84057,OK,street_address
12478,ROOFTOP,"2524 Minnesota Ave, Norfolk, VA 23513, USA",ChIJsdOap6OXuokRQvu0WRVx0Fo,2524 MINNESOTA AVENUE,36.8697857,-76.244144,2,23513,OK,premise
12479,ROOFTOP,"3712 Bonmark Dr, Richmond, VA 23234, USA",ChIJbzGo1QUOsYkRqrtyLleHQv8,3712 BONMARK DR,37.4701101,-77.4643038,1,23234,OK,premise
12480,RANGE_INTERPOLATED,"545 E 23rd St, New York, NY 10010, USA",EiY1NDUgRSAyM3JkIFN0LCBOZXcgWW9yaywgTlkgMTAwMTAsIFVTQSIbEhkKFAoSCV-O3pQMWcKJETpeB1-Dd9C5EKEE,545 EAST 23RD STREET,40.7356566,-73.9756128,2,10010,OK,street_address
12481,ROOFTOP,"W5974 Co Rd HH, Dalton, WI 53926, USA",ChIJm7zeTUbPBogRBAvGdIPvbOA,W5974 COUNTY RD HH,43.6511219,-89.1818184,1,53926,OK,street_address
12482,ROOFTOP,"656 Holly Dr, Summersville, WV 26651, USA",ChIJLbcS9ElVSYgRaOIOp9f7ZY0,656 HOLLY DRIVE,38.2996061,-80.8311399,1,26651,OK,premise
12483,,,,,,,,,,
12484,ROOFTOP,"10448 W Zamora Ave, Los Angeles, CA 90002, USA",ChIJQwsROtXLwoARPnY_I03m-Ds,10448 W ZAMORA AVE,33.941257,-118.2519085,1,90002,OK,premise
12485,ROOFTOP,"15 Ashwood Dr, Vienna, WV 26105, USA",ChIJeTMQCMRKSIgRAIpmYQ3yyu0,15 ASHWOOD DR,39.317157,-81.5321736,3,26105,OK,premise
12486,ROOFTOP,"193 Ann Cir, Crawfordville, FL 32327, USA",ChIJi8T-P-Fi7IgROPBNf7e91sI,193 ANN CIR,30.2441997,-84.2318519,1,32327,OK,premise
12487,ROOFTOP,"7617 Jomel Dr, Weeki Wachee, FL 34607, USA",ChIJN7T0v00g6IgRtXQ_ODb7x10,7617 JOMEL DR,28.5135946,-82.5928924,1,34607,OK,premise
12488,ROOFTOP,"1011 Barnes St, Mission, TX 78572, USA",ChIJU0kRM1moZYYRa4UtXvxpz9M,1011 BARNES ST,26.2206469,-98.3363305,2,78572,OK,premise
12489,RANGE_INTERPOLATED,"300 E First St, Santa Ana, CA 92701, USA",EigzMDAgRSBGaXJzdCBTdCwgU2FudGEgQW5hLCBDQSA5MjcwMSwgVVNBIhsSGQoUChIJv3ZttQjZ3IARdXLGEX4e1SgQrAI,300 E FIRST ST,33.7454103,-117.8650472,2,92701,OK,street_address
12490,ROOFTOP,"201 Evergreen Ave, Folsom, PA 19033, USA",ChIJezql7Y3CxokRUfhnN9PqDdc,201 Evergreen Ave.,39.8900087,-75.3224735,2,19033,OK,premise
12491,ROOFTOP,"187 Linden Rd, Wayne, NJ 07470, USA",ChIJ3yjvjdgCw4kRQE2XU_f_sPs,187 LINDEN RD,40.9790156,-74.2637139,1,7470,OK,premise
12492,ROOFTOP,"21121 SW 85th Ave APT 102, Cutler Bay, FL 33189, USA",ChIJEbgpF_zE2YgRRSegODKnIO4,21121 SW 85 AVE UNIT 102,25.5717042,-80.3258071,1,33189,OK,subpremise
12493,ROOFTOP,"738 Forest Cir, Duncanville, TX 75116, USA",ChIJq7DSJLmRToYRKeKCgAinFLI,738 FOREST CIR,32.6483024,-96.8961174,1,75116,OK,premise
12494,ROOFTOP,"222 S 42nd St, Richmond, CA 94804, USA",ChIJO-9VbkF4hYARlxjTX29TjaY,222 S 42ND ST,37.9289788,-122.3297505,3,94804,OK,premise
12495,ROOFTOP,"2537 Niagara St, Cincinnati, OH 45231, USA",ChIJrRpnjlFKQIgRRypIt8c1los,2537 NIAGARA ST,39.2444936,-84.5698975,3,45231,OK,premise
12496,ROOFTOP,"603 Roper St, Houston, TX 77034, USA",ChIJSRgdgYeXQIYROkapRNpJEAs,603 ROPER ST,29.6487674,-95.2268715,2,77034,OK,premise
12497,ROOFTOP,"7617 Telford Ct, Orlando, FL 32818, USA",ChIJ14oVEjt454gRX31NdMfCKY4,7617 TELFORD CT,28.5784825,-81.4866585,1,32818,OK,premise
12498,ROOFTOP,"10040 Hillwood Dr, Wattsburg, PA 16442, USA",ChIJZx7siy-ZMogR61VEfqB_L6U,10040 HILLWOOD DR,42.0081312,-79.7943665,1,16442,OK,premise
12499,ROOFTOP,"6001 Baldwin Corners Rd, Cincinnatus, NY 13040, USA",ChIJtU-GFm1P2okRC8T9SgstQTM,6001 BALDWIN CORNERS RD,42.5024674,-75.8782217,1,13040,OK,premise
12500,ROOFTOP,"3242 Reynolds Ave, Dallas, TX 75223, USA",ChIJj14wWQ2iToYRW-2jb4iY4hM,3242 REYNOLDS AVE,32.786226,-96.7389042,1,75223,OK,premise
12501,RANGE_INTERPOLATED,"14668 Ridge Rd W, Albion, NY 14411, USA",EicxNDY2OCBSaWRnZSBSZCBXLCBBbGJpb24sIE5ZIDE0NDExLCBVU0EiGxIZChQKEgkj_2MJjA7UiREbyJgkoBINHhDMcg,14668 RIDGE RD W,43.2883271,-78.1784764,2,14411,OK,street_address
12502,ROOFTOP,"570 Jennings Rd, Van Wert, OH 45891, USA",ChIJp6PAZ_hqPogRKsndsPhU2gQ,570 JENNINGS RD,40.8631944,-84.5653135,1,45891,OK,premise
12503,GEOMETRIC_CENTER,"Rt-36 at Navesink Ave, Middletown, NJ 07716, USA",ChIJbaRmbIs5wokRRxgfOxB2MdI,36 NAVESINK AVE,40.405298,-74.004602,1,7716,OK,"bus_station,establishment,point_of_interest,transit_station"
12504,ROOFTOP,"127 Brush Rd, Richmond Heights, OH 44143, USA",ChIJX2ZA4T8AMYgRbvbTnu0JyOQ,127 BRUSH RD,41.5847929,-81.4948812,1,44143,OK,premise
12505,ROOFTOP,"1011 Sawyer Ave, Akron, OH 44310, USA",ChIJJa6oARooMYgRkshXi7iPUf4,1011 SAWYER AVE,41.1130058,-81.5049701,1,44310,OK,premise
12506,ROOFTOP,"116 Shalimar Ave NW, Palm Bay, FL 32907, USA",ChIJq1OIbscM3ogRh4nvK0zYy4g,116 SHALIMAR AVE,27.9994851,-80.6982668,1,32907,OK,premise
12507,ROOFTOP,"432 W Bellevue St, Opelousas, LA 70570, USA",ChIJeUFZbxXrJIYRrmfhqD7f3eI,432 W. BELLEVUE ST,30.5350495,-92.087704,2,70570,OK,premise
12508,ROOFTOP,"3701 Scenic Dr, Mobile, AL 36605, USA",ChIJDSOiR41LmogR5miTT-mgUKM,3701 SCENIC DR.,30.5961527,-88.1103556,2,36605,OK,premise
12509,ROOFTOP,"29 Obrien Ct, Bayonne, NJ 07002, USA",ChIJEZN9pQZSwokRVqXy_OPAq6M,29 OBRIEN CT,40.6618434,-74.1309007,2,7002,OK,premise
12510,ROOFTOP,"12234 Mallory Dr, Largo, FL 33774, USA",ChIJE-NrXYP5wogR9Fg8cS0zfBQ,12234 MALLORY DR,27.8843525,-82.830465,1,33774,OK,premise
12511,ROOFTOP,"9123 Peuplier, San Antonio, TX 78254, USA",ChIJpRZDDBNoXIYR8VMaaRL6N38,9123 PEUPLIER ST,29.52613,-98.67495,1,78254,OK,premise
12512,ROOFTOP,"1602 Pinion Dr, Brownsville, TX 78526, USA",ChIJX-c4zfqWb4YRqCBYC1H1O2c,1602 PINION DR,25.9795331,-97.4921773,1,78526,OK,premise
12513,ROOFTOP,"82 Flower St, Buffalo, NY 14214, USA",ChIJV1z47qNy04kRZ8UP8fpj3oQ,82 FLOWER ST,42.9522822,-78.8316946,2,14214,OK,premise
12514,ROOFTOP,"504 SW 10th St, Gainesville, FL 32601, USA",ChIJgb7Au5qj6IgR3uqVuWo5MoE,504 SW 10TH ST,29.647413,-82.3352913,4,32601,OK,premise
12515,ROOFTOP,"706 Spearhead Ct, North Augusta, SC 29860, USA",ChIJBdc7q6cx-IgRvk_0MIW6wNI,706 SPEARHEAD CT,33.6577046,-81.9997814,1,29860,OK,street_address
12516,ROOFTOP,"7370 Royal Palm Dr, New Port Richey, FL 34652, USA",ChIJvRZKqCaQwogRbKEeZuWnW00,7370 ROYAL PALM DR,28.2632844,-82.7294247,1,34652,OK,premise
